OBJECTID,ALLEY_TRDA,ALLEY_TR_1,XCNTS_VALU,YDNTS_VALU
771,001682,홍지문2길,196032,455713
772,001400,종로26길,199483,452223
773,001415,종암로5길,203044,454879
774,001645,한천로33길,205934,453094
775,001331,장군봉2길,194604,442607
776,001661,행당로9길,202508,451075
777,001676,홍은중앙로8길,195435,455479
778,001586,필운대로1길,197051,453168
779,000479,동일로243길,204714,464325
780,000489,동호로5길,200747,449674
781,001223,율곡로10길,199221,452928
782,000259,당산로10길,190950,446910
783,000262,당산로18길,190929,447057
784,001620,한림말1길,201440,449291
785,001628,한천로129길,202596,459729
786,001080,연세로2길,194817,450836
787,000111,관악로14길,196093,442096
788,000136,구암길,195356,443494
789,001699,화랑로40길,205549,457031
790,001095,영등포로27길,191085,446974
791,001098,영등포로5길,189824,447246
792,001100,영등포로62길,192511,446270
793,001231,율곡로6길,198986,452950
794,001237,은천로2길,194458,442932
795,001374,정릉로31나길,201351,456139
796,001395,조원로2가길,191481,442630
797,001405,종로57길,201505,452740
798,001697,화랑로32길,205193,456360
799,000597,바우뫼로7길,202177,441408
800,000660,보문로3길,201982,452957
801,000663,봉우재로13길,206854,454618
802,000673,봉천로31길,194729,442781
803,000152,금호산2길,202005,449918
804,000261,당산로16길,190981,447006
805,000313,도림로38길,190921,443649
806,000737,삼양로32나길,201959,457862
807,000999,신풍로8길,192018,444479
808,001735,후암로35길,197900,450067
809,000440,동소문로43다길,202346,456494
810,000444,동숭4길,200449,453839
811,000149,금하로24길,191918,438776
812,000942,신길로42가길,192449,445558
813,000944,신길로45길,192039,445517
814,000955,신림동5가길,193454,443015
815,000698,사근동8길,204203,451139
816,001105,영등포로84길,193100,445789
817,001107,영신로19길,191696,446057
818,001004,아리랑로19길,200432,455841
819,001014,안암로9나길,202139,453556
820,001018,약령서길,203237,453693
821,000499,등촌로5가길,187726,448291
822,000500,디지털로27길,190151,442796
823,001497,청계천로10나길,203123,452279
824,000879,솔샘로64나길,202276,457437
825,000882,솔샘로68길,202555,457405
826,000433,동소문로13길,201061,454784
827,000475,동일로241가길,204709,464079
828,000600,반포대로21길,200723,443032
829,001258,응암로13길,192545,454405
830,001254,을지로32길,199996,451753
831,000264,당산로31길,190668,447507
832,000337,도봉로20가길,202561,457895
833,000564,명동길,198755,451692
834,000761,상계로37길,207028,463516
835,000791,서울숲2길,203709,449700
836,000799,서초대로25길,199378,443395
837,000895,숭문16길,195440,450697
838,000903,시흥대로128길,191062,441184
839,001454,지봉로12길,201462,453158
840,001457,지봉로4길,201499,452392
841,000610,방울내로7길,191314,451314
842,000620,백범로90라길,197261,448774
843,000642,벚꽃로38길,189781,442627
844,000845,성지3길,192484,449677
845,000377,독산로108길,191762,442213
846,000387,독산로36길,191824,440076
847,000401,독산로93길,191350,441628
848,001718,효령로29길,199494,442651
849,001719,효령로34길,199997,442266
850,000650,보라매로2길,193693,443387
851,000962,신림로30길,194306,441473
852,001464,진흥로22길,196170,456237
853,001477,창신6길,200976,452864
854,000086,고척로33길,186577,445050
855,000242,다산로36길,201553,451352
856,000443,동소문로6길,200722,454364
857,001472,창덕궁길,199291,453584
858,000390,독산로40길,191928,440235
859,000393,독산로64길,191608,440739
860,001109,영신로38길,191449,446811
861,001027,양재대로84길,212095,447222
862,000509,디지털로54길,191364,443338
863,000967,신림로48길,194132,442183
864,000978,신반포로45길,201469,445855
865,001742,휘경로2길,205344,455051
866,000176,난우길,192716,441805
867,001201,월곡로14길,203722,455678
868,001204,월드컵로14길,192243,450793
869,000651,보문로13나길,201932,453314
870,000750,삼양로8길,202160,456446
871,000715,삼선교로10길,200829,454085
872,000734,삼양로27길,201673,457708
873,001187,원효로19길,195891,448187
874,001197,월계로37길,203670,458031
875,000145,금하로11길,191495,439522
876,000168,난곡로34길,193047,441423
877,000184,남부순환로149길,192539,442638
878,000186,남부순환로153길,192607,442746
879,000211,남부순환로97길,187567,443834
880,000232,녹사평대로46길,199002,448692
881,000251,답십리로65길,206153,452909
882,000851,세무서2길,195345,454361
883,001229,율곡로3길,198410,453099
884,000870,솔샘로15가길,200197,457146
885,000294,덕릉로24길,201887,459327
886,000321,도봉로10다길,202795,457229
887,000605,방배로23길,199343,442950
888,000657,보문로34길,201677,454625
889,000809,서초중앙로33길,200957,444619
890,000821,선유서로24길,190070,447135
891,001033,양천로49길,185901,452392
892,001044,양화로7길,192443,450358
893,000058,경동시장로12길,203711,453629
894,000762,상계로9가길,205969,462193
895,000922,시흥대로62길,191341,439656
896,001003,쑥고개로11길,194905,442358
897,001010,아차산로7길,204826,449773
898,001412,종암로27길,202731,455735
899,000902,시흥대로122길,191073,441129
900,001499,청구로14길,201101,451365
901,001478,창신길,200882,453004
902,001493,천호대로4길,202244,452607
903,000729,삼양로173길,199382,461817
904,000738,삼양로37길,201775,457907
905,000746,삼양로74길,201798,458916
906,001057,여의대방로55길,193242,445906
907,001256,응암로11길,192277,454218
908,001276,이촌로22길,196103,447338
909,001280,이태원로20가길,199272,448191
910,001202,월곡로5길,203179,455511
911,001557,통일로83길,192745,457909
912,000485,동호로11길,200731,450361
913,001519,청파로47길,197141,449472
914,001293,인수봉로56길,201338,459581
915,001131,오패산로52길,202796,458544
916,001135,오현로31길,203027,459227
917,000171,난곡로63길,192239,442384
918,001103,영등포로72길,192824,445880
919,001115,영천시장길,196568,452281
920,001134,오현로25다길,203085,458577
921,001141,올림픽로35가길,209227,446385
922,001169,왕십리로8길,204079,449647
923,000511,디지털로74길,191775,443991
924,000537,만리재옛길,196262,449866
925,000831,성덕정길,204646,448703
926,001653,한천로78길,205703,456956
927,000544,망우로32길,206759,454889
928,000548,망우로66길,208789,455380
929,001318,자하문로10길,197552,453355
930,001319,자하문로1길,197355,453072
931,001342,장위로38길,204518,456908
932,001354,장한로25길,206111,452500
933,001361,전농로20길,205134,453297
934,000432,동소문로13가길,200934,454640
935,000436,동소문로2길,200781,454369
936,000200,남부순환로272길,198106,441773
937,000210,남부순환로95길,187290,443880
938,000829,성덕정3길,204212,448903
939,001507,청룡3길,195365,442305
940,001522,청파로85길,197072,450343
941,001648,한천로58길,206073,456570
942,001702,화랑로47길,205849,457363
943,001710,회기로21길,204729,454722
944,001299,인수봉로77길,200822,460545
945,000334,도봉로180길,204323,464791
946,000336,도봉로19길,202473,457609
947,001432,중앙로33길,186856,446510
948,001517,청파로43길,197215,449364
949,001523,청파로89길,197068,450418
950,001528,충정로5길,196765,451479
951,001610,한글비석로23길,206047,462259
952,001551,통일로68길,193810,457034
953,001629,한천로130길,202762,460043
954,001386,제기로31길,204156,454265
955,001062,연남로5길,192976,451234
956,001139,올림픽로32길,209887,445890
957,001530,충정로9길,196846,451630
958,001336,장월로1길,203757,456267
959,001612,한글비석로46길,206261,462736
960,001693,화랑로1길,203002,456115
961,001063,연대동문길,194660,451719
962,001142,올림픽로35길,209400,446682
963,001479,창의문로11길,196595,454946
964,001480,천장산로4길,205288,455589
965,001553,통일로71길,193437,456995
966,001210,월드컵로36길,191472,451929
967,001574,퇴계로87길,201846,451913
968,001698,화랑로37길,205102,457039
969,001700,화랑로43길,205483,457237
970,001704,화랑로51길,207916,458321
971,001554,통일로73길,193208,457286
972,001483,천중로40길,212213,448871
973,001709,황물로3길,204659,452185
974,001212,월드컵로7길,191966,450259
975,001593,한강대로104마길,197787,450199
976,001581,포방터2길,195623,455373
977,001582,포방터길,195557,455676
978,001555,통일로77길,193065,457411
979,001615,한남대로10길,200834,448119
980,001616,한남대로20길,200772,448380
981,001713,회기로28길,204910,454392
982,001714,회기로29길,205127,454639
983,001720,효령로40길,200499,442480
984,001599,한강대로40길,197787,447660
985,001706,화랑로5길,203482,456080
986,001487,천호대로13길,202604,452919
987,000755,삼일대로32길,198977,452901
988,001484,천중로50길,212606,448842
989,000759,상계로12길,206171,461833
990,001309,인촌로7다길,201830,454284
991,001312,인헌6길,196887,441729
992,001707,환일길,196566,450518
993,001489,천호대로170길,211684,448121
994,001495,천호대로7길,202411,452888
995,001496,천호옛14길,211218,448522
996,000766,상원길,204301,449782
997,000798,서초대로23길,199192,443311
998,001213,월드컵북로16길,192546,451606
999,000257,당곡6길,193859,443613
1000,001325,자하문로7길,197358,453316
1001,001498,청계천로12가길,203141,452390
1002,001174,용답중앙11다길,204670,451833
1003,001177,용마산로112길,209095,455473
1004,000847,세검정로1길,195104,454883
1005,000460,동일로186길,206655,458374
1006,001214,월드컵북로30길,192043,452061
1007,001112,영신로9길,191777,445856
1008,000319,도림로69길,191536,444608
1009,000320,도봉로109길,202759,460847
1010,001503,청구로3길,201206,450829
1011,001219,월드컵북로7길,192618,450868
1012,001439,증가로20길,192833,453544
1013,001410,종암로14길,203267,455238
1014,001564,퇴계로20길,198804,450970
1015,000323,도봉로110길,203181,460744
1016,000785,서오릉로18길,192110,457401
1017,001510,청룡8길,195046,442337
1018,001513,청룡중앙길,195316,442055
1019,001532,탑골로4길,192372,439074
1020,001106,영신로17길,191766,446043
1021,001308,인촌로6길,201979,453836
1022,001565,퇴계로28길,199215,451224
1023,001567,퇴계로46길,199985,451342
1024,001570,퇴계로56길,200468,451443
1025,001642,한천로18길,205781,452103
1026,000790,서운로11길,202395,443091
1027,000793,서울시립대로29길,204799,454002
1028,000358,도신로15길,190921,445349
1029,001145,올림픽로92길,211526,449767
1030,001203,월드컵로10길,192290,450682
1031,001635,한천로14길,205756,451846
1032,001644,한천로28길,206006,452661
1033,000361,도신로35길,191849,445657
1034,000363,도신로53길,192480,445851
1035,000364,도신로54길,192477,445690
1036,001089,연희로41가길,194142,454718
1037,001096,영등포로35길,191502,446894
1038,001099,영등포로60길,192564,446338
1039,001205,월드컵로23길,191862,450639
1040,001671,홍릉로18길,203916,454101
1041,001650,한천로69길,205632,456513
1042,001651,한천로70길,205833,456604
1043,001654,한천로80길,205602,456979
1044,000365,도영로7길,190844,445619
1045,000041,강서로47가길,185430,450252
1046,001621,한림말3길,201427,449246
1047,001659,행당로1길,202105,450812
1048,001660,행당로8길,202865,450861
1049,001584,풍성로37가길,211348,448163
1050,001585,풍성로54길,211793,447628
1051,001588,필운대로6길,197319,453520
1052,001189,원효로35길,196107,448349
1053,001159,왕십리로19길,203365,450799
1054,001163,왕십리로30길,202874,451763
1055,000044,강서로5나길,186249,447661
1056,000209,남부순환로70길,185437,446944
1057,001663,행운길,196429,442360
1058,000467,동일로207길,205459,460255
1059,001590,필운대로9가길,197015,453708
1060,000378,독산로10길,191891,438974
1061,000385,독산로32길,191752,439780
1062,001167,왕십리로5길,203798,449742
1063,001168,왕십리로6길,204160,449622
1064,001171,외대역동로5가길,205520,454802
1065,000212,남현2길,197637,441601
1066,000324,도봉로113길,202818,460990
1067,000352,도봉로78길,202152,459066
1068,000354,도봉로87길,202042,459902
1069,000396,독산로74길,191439,441030
1070,000398,독산로84길,191530,441429
1071,001623,한천로101가길,204338,457800
1072,001625,한천로109가길,203771,458592
1073,000328,도봉로150길,203916,462874
1074,000329,도봉로152길,203948,463308
1075,000330,도봉로153길,203678,463324
1076,000355,도봉로8길,202887,456891
1077,000360,도신로29길,191576,445574
1078,000369,독립문로14길,196641,451919
1079,000250,답십리로56길,205198,452302
1080,001657,해등로26길,202893,462147
1081,000158,낙산성곽서길,200707,452973
1082,000208,남부순환로59길,185180,448052
1083,000727,삼양로159길,200692,462009
1084,000473,동일로236길,205102,463741
1085,000594,바람드리길,210545,448690
1086,000017,가좌로6길,193039,454286
1087,000634,백제고분로45길,209694,445594
1088,000636,백제고분로50길,210360,446033
1089,000621,백석동길,197147,455314
1090,000474,동일로239길,204667,463936
1091,000481,동일로95길,206875,453913
1092,000019,가좌로7다길,192816,453921
1093,000065,경인로59길,189663,445294
1094,000067,경인로90길,191212,446035
1095,000862,솔매로22길,201402,458316
1096,000864,솔매로31길,201828,458421
1097,000865,솔매로36길,202071,458332
1098,000623,백제고분로18길,207459,444888
1099,000271,당산로52길,191540,448321
1100,000276,대림로44길,190989,444763
1101,000483,동일로99길,206896,454236
1102,000486,동호로14길,200891,450797
1103,000070,경희대로3길,204438,454880
1104,000068,경희궁3나길,197032,452604
1105,000310,도림로12길,190185,443024
1106,000314,도림로41길,190982,443972
1107,000316,도림로53길,191228,444216
1108,000871,솔샘로18길,200705,456800
1109,000875,솔샘로47길,201593,457945
1110,000876,솔샘로48길,201620,457765
1111,000638,범안로15길,190513,440951
1112,000643,벚꽃로56길,189651,442721
1113,000704,사임당로12길,201504,443203
1114,000073,고덕로10길,211488,450423
1115,000775,서강로20길,194378,450359
1116,000777,서달로14길,196857,445344
1117,000231,녹사평대로46가길,199044,448523
1118,000773,서강대길,194729,449979
1119,000047,개봉로2길,187538,443391
1120,000053,거북골로20길,192056,453362
1121,000705,사임당로1길,201007,443231
1122,000707,사직로1길,196647,452658
1123,000711,사평대로2길,198901,444004
1124,000713,살곶이8길,203702,450804
1125,000779,서래로5길,199551,444273
1126,000780,서림3길,194733,441470
1127,000783,서순라길,199249,452922
1128,000487,동호로15길,200724,450591
1129,000078,고산자로50길,203472,453976
1130,000079,고산자로52길,203505,454259
1131,001403,종로50다길,201009,452317
1132,000054,거북골로23길,191662,453218
1133,000060,경인로22길,186409,444109
1134,000062,경인로40길,187539,443993
1135,000227,노해로70길,204586,461149
1136,000455,동일로169길,206652,457126
1137,000457,동일로178길,206744,457869
1138,000784,서오릉로13길,192370,456905
1139,000595,바우뫼로37길,203446,442284
1140,000036,강서로17다길,186036,448284
1141,000039,강서로39길,185576,449406
1142,000248,답십리로51길,205137,452682
1143,000249,답십리로52길,205178,452435
1144,000260,당산로14길,190890,446983
1145,000266,당산로37길,190974,447869
1146,000267,당산로38길,191077,447704
1147,000462,동일로192길,206628,458548
1148,000465,동일로196길,206496,458722
1149,000470,동일로227길,204750,463125
1150,000596,바우뫼로39길,203445,442581
1151,000602,반포대로39길,200130,444274
1152,000237,능동로4길,206178,448089
1153,000241,다산로33길,201119,451520
1154,000105,공항대로42길,186146,450834
1155,000106,공항대로45길,187257,450891
1156,000472,동일로231길,204696,463573
1157,000020,가좌로9길,192511,454478
1158,000603,반포대로9길,200769,442466
1159,000626,백제고분로27길,208243,445051
1160,000628,백제고분로32길,208071,444626
1161,000611,방학로6길,203505,462768
1162,000614,백범로17길,195079,449856
1163,000023,갈현로29길,192309,457921
1164,000418,동광로1길,198553,443893
1165,000144,금낭화로23길,183361,453254
1166,000001,가락로16길,209631,444600
1167,000003,가락로36길,210529,445603
1168,000953,신도림로11길,189270,445500
1169,000912,시흥대로152길,191129,441973
1170,000921,시흥대로62가길,191503,439655
1171,000615,백범로25길,195467,449911
1172,000025,갈현로37길,192476,458212
1173,000028,갈현로45길,192604,458645
1174,000008,가마산로88길,192960,444861
1175,000012,가산로7길,190345,441646
1176,000014,가재울로4길,193248,452882
1177,000918,시흥대로40마길,191810,438740
1178,000619,백범로90다길,197282,448522
1179,000029,갈현로4길,192271,455753
1180,000277,대림로7길,191545,443282
1181,000281,대사관로34길,200541,447937
1182,000016,가좌로11길,191751,455169
1183,000296,덕릉로30길,202275,459284
1184,000297,덕릉로42길,202782,459378
1185,000526,마천로51길,213337,444187
1186,000528,마천로7길,211393,445512
1187,001077,연서로5길,192348,456040
1188,000285,대학로7길,199943,453305
1189,000299,덕릉로54길,203365,459694
1190,000301,덕릉로59아길,203409,460303
1191,000303,덕릉로73길,206395,461442
1192,000306,도곡로77길,205125,444440
1193,000529,마포대로12길,195998,449767
1194,000530,마포대로14길,196164,449889
1195,000968,신림로58길,193976,442498
1196,000972,신림로73길,193346,443231
1197,000287,대흥로21길,194958,450519
1198,000290,덕릉로113길,206777,462959
1199,000307,도당로15길,203092,462982
1200,000763,상도로15길,194312,444933
1201,000579,목동중앙서로7길,188113,448352
1202,000583,무학로27길,202595,452772
1203,000584,무학로30길,202887,452798
1204,000349,도봉로57길,202154,458665
1205,000575,목동중앙본로28길,188688,449330
1206,000576,목동중앙본로7길,188236,448933
1207,000519,마방로4길,203551,441471
1208,000292,덕릉로122길,207180,463264
1209,000677,봉화산로4길,206792,455581
1210,000767,상일로5길,215185,450028
1211,000768,새말로16길,190376,444967
1212,000769,새말로8길,205344,443104
1213,000345,도봉로38길,202625,458115
1214,000351,도봉로73길,202019,459223
1215,000356,도봉로95길,202332,460304
1216,000226,노해로69가길,204167,462028
1217,000520,마장로27길,203142,452023
1218,000523,마장로35나길,203620,452023
1219,000525,마장로9길,201820,452184
1220,000722,삼성로64길,205628,444637
1221,000724,삼양로124길,201487,460690
1222,000422,동교로39길,193257,451421
1223,000425,동남로81길,213621,451165
1224,000426,동남로8길,211159,443308
1225,000429,동산로19길,204122,441575
1226,000357,도봉산3길,203762,465064
1227,000629,백제고분로34길,208753,444597
1228,000147,금하로1가길,190382,439234
1229,000151,금호로1길,202069,449770
1230,000153,길음로13길,201640,456601
1231,000725,삼양로139길,200467,461255
1232,000431,동산로6길,203890,441189
1233,000434,동소문로13나길,201302,454965
1234,000631,백제고분로40길,209384,444762
1235,000633,백제고분로42길,209757,445033
1236,000155,까치산로10길,186496,449128
1237,000157,나루터로4길,201107,445709
1238,000991,신촌로30길,195629,450742
1239,001576,퇴계로8길,198288,450849
1240,001594,한강대로10길,196851,447211
1241,001182,우사단로10길,199998,448056
1242,000928,시흥대로88길,191163,440044
1243,000933,신길로17길,191733,444264
1244,000993,신촌로37안길,196354,451077
1245,001550,통일로67길,193663,456808
1246,001605,한강대로7길,196567,447214
1247,000868,솔매로46길,202082,458267
1248,001206,월드컵로25길,191451,450898
1249,000934,신길로23나길,191839,444731
1250,000936,신길로34가길,192296,444970
1251,001433,중앙로34길,187353,446718
1252,001435,중앙로46길,187217,447006
1253,000505,디지털로37길,191003,443435
1254,000709,사평대로22길,199688,444147
1255,000710,사평대로28길,200004,444343
1256,001248,은평로3길,192494,455658
1257,001527,충정로4길,196844,451252
1258,001568,퇴계로4길,198168,450918
1259,001238,은천로35라길,195892,443119
1260,001178,용마산로115길,208575,455434
1261,001179,용마산로117길,208714,455620
1262,001630,한천로131길,202624,459703
1263,000825,성대로1길,194108,444604
1264,001148,와우산로29나길,193648,450544
1265,000719,삼선교로4길,200685,453843
1266,001438,증가로12나길,193056,453561
1267,001445,증가로8길,193487,453261
1268,001180,용마산로139길,208612,457451
1269,001079,연서로9길,192323,456539
1270,001184,우사단로6길,199794,448069
1271,001085,연희로25길,194129,452409
1272,001087,연희로33길,194201,453147
1273,001538,통일로12길,196585,452715
1274,000674,봉천로33길,195055,442750
1275,001083,연희로11가길,193640,451930
1276,000140,국회단지길,194786,443262
1277,001088,연희로39길,194074,454141
1278,001424,중랑천로10길,206740,454790
1279,001542,통일로34길,196007,453814
1280,000680,부일로1길,184059,443822
1281,001736,후암로4길,198247,449792
1282,001556,통일로78길,193339,457695
1283,001427,중앙1길,195612,442744
1284,001302,인촌로17가길,202121,454259
1285,001501,청구로1길,201400,450888
1286,001518,청파로45길,197312,449411
1287,000448,동일로109길,206797,454657
1288,000897,숭인동길,201938,453032
1289,001558,통일로85길,192791,458049
1290,001547,통일로61길,194014,456353
1291,001548,통일로63길,193875,456447
1292,001313,인헌길,197103,441404
1293,000076,고산자로2길,203312,450508
1294,001066,연무장길,205076,449113
1295,001273,이문로42길,205705,455699
1296,001278,이촌로88길,198045,446493
1297,001281,이태원로20길,199348,448145
1298,000567,명지대길,193274,453715
1299,000641,법원단지길,193069,441707
1300,000731,삼양로19길,201609,457435
1301,000998,신풍로19가길,192709,444604
1302,001291,인수봉로52가길,201198,459664
1303,001283,이태원로27길,199503,448554
1304,001285,이태원로42길,200041,448507
1305,001289,인수봉로19길,200997,458452
1306,000561,면목로91길,207496,454969
1307,001363,전농로29길,204788,453382
1308,001607,한강대로96길,197713,449725
1309,001220,위례성대로18길,210893,445798
1310,001225,율곡로17길,200452,453013
1311,000302,덕릉로63가길,203358,460392
1312,000309,도림로113길,190990,445468
1313,000662,복은길,194798,441651
1314,001176,용답중앙길,204639,451748
1315,001262,응암로22길,192968,454881
1316,001228,율곡로25길,200587,452811
1317,001232,은천로15길,194991,443099
1318,001234,은천로23길,195458,443171
1319,000446,동숭길,200306,453289
1320,000312,도림로31길,190826,443991
1321,000318,도림로63길,191425,444431
1322,000686,북촌로5가길,198469,453402
1323,001259,응암로14길,192895,454502
1324,000907,시흥대로141길,190947,441728
1325,000957,신림로11길,194602,440867
1326,000449,동일로114길,207202,454879
1327,000453,동일로157길,206729,456672
1328,000112,관악로24길,196214,442909
1329,000424,동교로9길,191982,450711
1330,000435,동소문로23길,201501,455044
1331,001348,장터5길,201866,449960
1332,000220,노해로11길,201898,459911
1333,000230,녹사평대로40길,199002,448383
1334,001059,여의대방로61길,193156,446183
1335,000960,신림로23길,194199,440937
1336,000114,관악로37길,196145,443154
1337,000129,구로동로35길,189565,443736
1338,000130,구로동로38길,189742,443920
1339,001350,장한로12길,206144,451713
1340,001646,한천로36길,206073,452921
1341,000592,미성3길,192631,441577
1342,001526,초록마을로8길,186447,449006
1343,001533,탑골로5가길,192235,439279
1344,001535,토정로17길,194351,449546
1345,001536,토정로31길,195006,449259
1346,001351,장한로18길,206315,451987
1347,001356,장한로32길,206453,453021
1348,001000,신흥로20길,198569,449796
1349,000004,가로공원로76길,185663,448348
1350,000593,미성길,192405,441468
1351,001215,월드컵북로48길,190728,453095
1352,001539,통일로14길,196256,452871
1353,001540,통일로25길,195455,453733
1354,001002,신흥안길,206639,439185
1355,000932,신길로16길,191954,444322
1356,001358,장한로6길,206122,451437
1357,000987,신촌로12길,194064,450610
1358,000988,신촌로1길,193757,451159
1359,000056,겸재로9길,206901,454235
1360,000411,돌곶이로27길,204734,456887
1361,001165,왕십리로31나길,202531,451519
1362,001218,월드컵북로6길,193009,451132
1363,001428,중앙1나길,195827,442668
1364,001430,중앙길,195630,442879
1365,000920,시흥대로50길,191441,439132
1366,000923,시흥대로68길,191337,439743
1367,000930,시흥대로96길,191129,440431
1368,001444,증가로30길,192382,453873
1369,001012,안암로6길,202374,453387
1370,001013,안암로9가길,202411,453588
1371,001028,양재대로85길,211651,447265
1372,001411,종암로19길,202703,455385
1373,001370,정릉로12길,200204,456259
1374,001488,천호대로16길,202899,452598
1375,001300,인수봉로78길,201172,460611
1376,001016,압구정로4길,201804,446883
1377,001037,양평로18길,190869,448714
1378,001041,양평로24길,190617,448933
1379,001035,양천로69길,188688,450543
1380,001253,을지로30길,199979,451749
1381,001364,전농로37길,204422,453546
1382,001375,정릉로34길,201569,455797
1383,001301,인수봉로79길,200679,460504
1384,001678,홍제내2나길,194442,453830
1385,001251,은평로9길,193066,455787
1386,001263,응암로29길,192681,455079
1387,001261,응암로20길,192983,454791
1388,001267,이문로12길,205256,454801
1389,001379,정릉로44길,202182,455677
1390,001068,연서로16길,192781,456622
1391,001681,홍제천로4길,193475,452698
1392,001683,홍지문길,196121,455761
1393,001266,응암로9길,192494,454227
1394,000024,갈현로33길,192385,457981
1395,000022,갈현로23길,192219,457560
1396,001345,장충단로8길,200712,451316
1397,001071,연서로20길,192881,457004
1398,000911,시흥대로151길,190888,441737
1399,001686,화곡로20길,185537,448873
1400,001381,정릉로8길,199783,456526
1401,001382,정릉로9가길,199990,456732
1402,000027,갈현로41길,192419,458428
1403,001045,어울마당로1길,192792,449677
1404,001047,언주로108길,203596,445420
1405,001048,언주로125길,203047,445970
1406,001193,원효로71길,196773,448717
1407,001194,원효로89길,197160,449035
1408,001384,제기로20길,203740,453951
1409,001420,중계로19길,206491,460897
1410,000037,강서로18길,186738,448367
1411,000272,대림로22길,191445,443933
1412,001050,여의대방로10길,192407,443818
1413,001053,여의대방로24가길,193053,444395
1414,001058,여의대방로59길,193229,446111
1415,001292,인수봉로55길,200690,459525
1416,001296,인수봉로6길,201288,458061
1417,001422,중대로9길,210591,444099
1418,001327,잔다리로7안길,192494,450380
1419,001460,지봉로8길,201471,452898
1420,001465,진흥로7길,192934,456040
1421,001467,창경궁로1길,199735,451497
1422,001054,여의대방로36길,193524,445268
1423,001270,이문로25길,205130,455093
1424,001721,효령로67길,201837,443186
1425,001544,통일로37길,195083,454119
1426,001149,와우산로30길,193715,450255
1427,001152,왕산로26길,203216,453121
1428,001153,왕산로30길,203541,453037
1429,001468,창경궁로27길,199702,453791
1430,001473,창신2길,200866,452602
1431,001344,장위로50길,205039,457224
1432,001490,천호대로17길,202837,452917
1433,000884,송월길,197096,452352
1434,001603,한강대로62길,197662,448192
1435,001314,일원로9길,207535,443496
1436,001157,왕산로45길,204286,453923
1437,001158,왕십리로14길,204048,449910
1438,001008,아차산로76길,209515,449598
1439,001022,양산로19길,190696,447303
1440,001024,양재대로103길,212008,448247
1441,001025,양재대로124길,212850,449233
1442,000887,수색로14길,190991,453643
1443,001316,자양로15길,207163,448333
1444,001324,자하문로5길,197385,453133
1445,001389,제기로5길,203140,454232
1446,001391,조원로13길,192071,442857
1447,001394,조원로22길,192347,442706
1448,001240,은천로6길,194759,442893
1449,001243,은평로11길,193260,455852
1450,000888,수색로18길,190627,453918
1451,000891,수색로8길,191729,452971
1452,001321,자하문로33길,197038,454123
1453,001116,오금로11길,209953,446230
1454,001396,조원로31길,192833,443083
1455,001401,종로41길,200560,452602
1456,001402,종로44길,201146,452322
1457,001247,은평로21길,193950,455904
1458,001249,은평로6길,192828,455451
1459,001123,오류로8길,186268,443739
1460,001117,오금로31길,210767,445320
1461,001119,오금로35길,211260,445092
1462,001404,종로51가길,201101,452639
1463,001689,화곡로42길,186438,449677
1464,000406,돌곶이로14길,205485,456573
1465,000100,공릉로42길,207261,458386
1466,001744,희우정로16길,191483,450629
1467,000009,가마산로89길,193066,445052
1468,001125,오목로54길,188918,447069
1469,001129,오패산로31길,202877,457121
1470,001120,오금로36길,210861,444531
1471,000415,돌곶이로41길,204076,457585
1472,000419,동광로3길,198659,443762
1473,000011,가산로5길,190491,441555
1474,000018,가좌로7길,192845,454072
1475,001132,오패산로67길,202273,459549
1476,001133,오현로21길,203126,458243
1477,001121,오금로46길,211828,443903
1478,000089,고척로52길,187267,444731
1479,000098,공릉로2나길,207026,457096
1480,000021,갈현로1길,191905,455562
1481,001609,한글비석로20길,206571,462344
1482,000042,강서로47길,185121,450409
1483,001724,효창원로39길,196283,448726
1484,001728,효창원로8길,195731,448238
1485,001332,장문로45길,200059,447713
1486,001337,장월로1마길,203811,456242
1487,001447,증산로17길,192064,454611
1488,000051,개포로82길,205990,443270
1489,000057,경기대로9길,196627,451668
1490,000081,고산자로6길,203099,450932
1491,001730,효창원로95길,196658,449913
1492,001731,효창원로98길,197064,449936
1493,001602,한강대로62가길,197733,448376
1494,001338,장월로24길,204411,457328
1495,001340,장월로3길,204126,456552
1496,001341,장위로37길,204441,457176
1497,001443,증가로29길,192187,453638
1498,001448,증산로19길,192318,455009
1499,001451,증산로3길,191606,453499
1500,000084,고척로27길,186424,445032
1501,001606,한강대로88길,197596,449479
1502,000913,시흥대로153길,190725,442034
1503,000917,시흥대로30길,191570,438186
1504,001476,창신5길,201107,452769
1505,001126,오패산로13길,203133,456360
1506,001137,오현로9길,202928,457841
1507,001150,와우산로3길,193024,449617
1508,001357,장한로5길,205713,451720
1509,000408,돌곶이로22나길,205341,456740
1510,000247,답십리로30길,204254,452734
1511,001740,휘경로14길,205614,454890
1512,000878,솔샘로64길,202470,457399
1513,000588,무학봉길,202583,451282
1514,001040,양평로22길,190689,448854
1515,001162,왕십리로26길,202922,451678
1516,000495,둘레15길,204887,448500
1517,000193,남부순환로19길,184449,449723
1518,000214,남현4길,197796,441730
1519,000832,성미산로1길,191788,451212
1520,001743,휘경로3길,205556,455305
1521,000010,가산로3길,190394,441380
1522,000748,삼양로77길,201343,458832
1523,000196,남부순환로230길,196079,441962
1524,000201,남부순환로317길,200928,442513
1525,000844,성암로3길,192113,452106
1526,001516,청림길,196374,443127
